CODE,SHORT_DESCRIPTION,LONG_DESCRIPTION,REF_WADS_DEPARTMENT_ID,applicability,quantification_purpose,quantification_of,entry_type,PoE,convey_type,conveyance,container_edge,Notes,product_pathway,product_subpathway,PATHWAY
1013AP,Maritime QMIs Avian Byproduct - Baggage,"Baggage Avian Byproduct is an agricultural product specifically regulated by 9 CFR; it includes only the inedible animal materials (i.e., not for human consumption).  Record the number of avian byproduct interceptions from maritime passenger/crew baggage.",2,,,,,,,,,,,,
1013AD,Maritime Baggage QMIs Dairy Byproduct,"Record the number of inedible Dairy byproducts from maritime passenger/crew baggage.
",2,,,,,,,,,,,,
1013AR,Maritime QMIs Ruminant Byproduct - Baggage,"Baggage Ruminant Byproduct is an agricultural product specifically regulated by 9 CFR; it includes only the inedible animal materials (i.e., not for human consumption). Record the number of ruminant byproduct interceptions from maritime passenger/crew baggage.",2,,,,,,,,,,,,
1013AS,Maritime QMIs Swine Byproduct - Baggage,"Baggage Swine Byproduct is an agricultural product specifically regulated by 9 CFR; it includes only the inedible animal materials (i.e., not for human consumption).  Record the number of swine byproduct interceptions from maritime passenger/crew baggage.",2,,,,,,,,,,,,
1072AP,Land Border QMIs Avian Meat/Meat Products - Vehicle,"Vehicle Avian Meat/Meat Product is an agricultural product specifically regulated by 9 CFR; it includes only the edible animal materials (i.e., for human consumption).  Ingredients lists should be checked for meat products; determine and record the dominant meat type.  Record the number of avian meat / meat product / meat byproduct interceptions from a vehicular inspection.",2,,,,,,,,,,,,
1072AD,Land Border QMIs Milk/Milk Products - Vehicle,Vehicle Milk/milk product is an agricultural product specifically regulated by 9 CFR; it includes edible and inedible animal materials.  Record the number of milk / milk product interceptions from vehicular inspections.,2,,,,,,,,,,,,
1072AR,Land Border QMIs Ruminant Meat/Meat Products - Vehicle,"Vehicle Ruminant Meat/Meat Product is an agricultural product specifically regulated by 9 CFR; it includes only the edible animal materials (i.e., for human consumption).  Ingredients lists should be checked for meat products; determine and record the dominant meat type.  Record the number of ruminant meat / meat product / meat byproduct interceptions from a vehicular inspection.",2,,,,,,,,,,,,
1072AS,Land Border QMIs Swine Meat/Meat Products - Vehicle,"Vehicle Swine Meat/Meat Product is an agricultural product specifically regulated by 9 CFR; it includes only the edible animal materials (i.e., for human consumption).  Ingredients lists should be checked for meat products; determine and record the dominant meat type.  Record the number of swine meat / meat product / meat byproduct interceptions from a vehicular inspection.",2,,,,,,,,,,,,
1074AP,Land Border QMIs Avian Byproduct - Vehicle,"Vehicle Avian Byproduct is an agricultural product specifically regulated by 9 CFR; it includes only the inedible animal materials (i.e., not for human consumption).  Record the number of avian byproduct interceptions from a vehicular inspection.",2,,,,,,,,,,,,
1074AD,Land Border QMIs Dairy Byproduct - Vehicle,"Record the number of inedible Dairy byproduct interceptions a vehicular inspection.
",2,,,,,,,,,,,,
1074AR,Land Border QMIs Ruminant Byproduct - Vehicle,"Vehicle Ruminant Byproduct is an agricultural product specifically regulated by 9 CFR; it includes only the inedible animal materials (i.e., not for human consumption). Record the number of ruminant byproduct interceptions from a vehicular inspection.",2,,,,,,,,,,,,
1074AS,Land Border QMIs Swine Byproduct - Vehicle,"Vehicle Swine Byproduct is an agricultural product specifically regulated by 9 CFR; it includes only the inedible animal materials (i.e., not for human consumption).  Record the number of swine byproduct interceptions from a vehicular inspection.",2,,,,,,,,,,,,
1099AP,Pre-clearance QMIs Avian Meat/Meat Products,"Avian Meat/Meat Product is an agricultural product specifically regulated by 9 CFR; it includes only the edible animal materials (i.e., for human consumption).  Ingredients lists should be checked for meat products; determine and record the dominant meat type.  Record the number of avian meat / meat product / meat byproduct interceptions found from air passenger/crew baggage under the Pre-Clearance Program (i.e., non-US origin including Caribbean islands, Canadian ports, etc.).",2,,,,,,,,,,,,
1099AD,Pre-Clearance QMIs Milk/Milk Products,"Milk/Milk Product is an agricultural product specifically regulated by 9 CFR; it includes edible and inedible animal materials.  Record the number of milk / milk product interceptions.  Record the number of Milk/Milk Product interceptions from air passenger/crew baggage under the Pre-Clearance Program (i.e., non-US origin including Caribbean islands, Canadian ports, etc.).",2,,,,,,,,,,,,
1099AR,Pre-Clearance QMIs Ruminant Meat/Meat Products,"Ruminant Meat/Meat Product is an agricultural product specifically regulated by 9 CFR; it includes only the edible animal materials (i.e., for human consumption).  Ingredients lists should be checked for meat products; determine and record the dominant meat type.  Record the number of ruminant meat / meat product / meat byproduct interceptions from air passenger/crew baggage under the Pre-Clearance Program (i.e., non-US origin including Caribbean islands, Canadian ports, etc.).",2,,,,,,,,,,,,
1099AS,Pre-Clearance QMIs Swine Meat/Meat Products,"Swine Meat/Meat Product is an agricultural product specifically regulated by 9 CFR; it includes only the edible animal materials (i.e., for human consumption).  Ingredients lists should be checked for meat products; determine and record the dominant meat type.  Record the number of swine meat / meat product / meat byproduct interceptions from air passenger/crew baggage under the Pre-Clearance Program (i.e., non-US origin including Caribbean islands, Canadian ports, etc.).",2,,,,,,,,,,,,
1099CP,Pre-Clearance QMIs Avian Byproduct,"Avian Byproduct is an agricultural product specifically regulated by 9 CFR; it includes only the inedible animal materials (i.e., not for human consumption).  Record the number of avian byproduct interceptions from air passenger/crew baggage under the Pre-Clearance program (i.e. Non-US origin including Caribbean islands, Canadian ports, etc.).",2,,,,,,,,,,,,
1099CD,Pre-Clearance QMIs Dairy Byproduct,"Record the number of inedible Dairy byproducts from air passenger/crew baggage under the Pre-Clearance program (i.e. Non-US origin including Caribbean islands, Canadian ports, etc.).
",2,,,,,,,,,,,,
1099CR,Pre-Clearance QMIs Ruminant Byproduct,"Ruminant Byproduct is an agricultural product specifically regulated by 9 CFR; it includes only the inedible animal materials (i.e., not for human consumption). Record the number of ruminant byproduct interceptions from air passenger/crew baggage under the Pre-Clearance program (i.e. Non-US origin including Caribbean islands, Canadian ports, etc.).",2,,,,,,,,,,,,
1099CS,Pre-Clearance QMIs Swine Byproduct,"Swine Byproduct is an agricultural product specifically regulated by 9 CFR; it includes only the inedible animal materials (i.e., not for human consumption).  Record the number of swine byproduct interceptions from air passenger/crew baggage under the Pre-Clearance program (i.e. Non-US origin including Caribbean islands, Canadian ports, etc.).",2,,,,,,,,,,,,
1132P,USPS Mail QMIs Avian (including parcel post and express),"USPS Mail Avian Meat/Meat Product is an agricultural product specifically regulated by 9 CFR; it includes only the edible animal materials (i.e., for human consumption).  Ingredients lists should be checked for meat products; determine and record the dominant meat type.  Record the number of avian meat / meat product / meat byproduct interceptions from USPS mail inspections (parcel post and express). Source Document is PPQ Form 287.",2,,,,,,,,,,,,
1132D,USPS Mail QMIs Dairy (including parcel post and express),USPS Mail Milk/milk Product is an agricultural product specifically regulated by 9 CFR; it includes edible and inedible animal materials.  Record the number of milk / milk product interceptions from USPS mail inspections (parcel post and express). Source document is PPQ form 287.,2,,,,,,,,,,,,
1132R,USPS Mail QMIs Ruminant (including parcel post and express),"USPS Mail Ruminant Meat/Meat Product is an agricultural product specifically regulated by 9 CFR; it includes only the edible animal materials (i.e., for human consumption).  Ingredients lists should be checked for meat products; determine and record the dominant meat type.  Record the number of ruminant meat / meat product / meat byproduct interceptions from USPS mail inspections (parcel post and express).  Source document is PPQ form 287.",2,,,,,,,,,,,,
1132S,USPS Mail QMIs Swine (including parcel post and express),"USPS Mail Swine Meat/Meat Product is an agricultural product specifically regulated by 9 CFR; it includes only the edible animal materials (i.e., for human consumption).  Ingredients lists should be checked for meat products; determine and record the dominant meat type.  Record the number of swine meat / meat product / meat byproduct interceptions from USPS mail inspections (parcel post and express). Source document is PPQ form 287.",2,,,,,,,,,,,,
