task,owner,sub_category,start_date,completion_comments,Animal.kg,Plant.kg,lat,lon,PATHWAY,how_many,entry_type,aqim_based,COMMODITY_DISPLAY_NAME
TK:9694:21,Puerto Rico,IBL 21-168,2021-09-24T07:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.49015,-67.14948,IBL,,passenger,NA,Animal_IBL
TK:9694:21,Puerto Rico,IBL 21-168,2021-09-24T07:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.49015,-67.14948,IBL,,passenger,NA,Animal_IBL
TK:9694:21,Puerto Rico,IBL 21-168,2021-09-24T07:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.49015,-67.14948,IBL,,passenger,NA,Animal_IBL
TK:9694:21,Puerto Rico,IBL 21-168,2021-09-24T07:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.49015,-67.14948,IBL,,passenger,NA,Animal_IBL
TK:9694:21,Puerto Rico,IBL 21-168,2021-09-24T07:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.49015,-67.14948,IBL,,passenger,NA,Animal_IBL
TK:9694:21,Puerto Rico,IBL 21-168,2021-09-24T07:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.49015,-67.14948,IBL,,passenger,NA,Animal_IBL
TK:9694:21,Puerto Rico,IBL 21-168,2021-09-24T07:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.49015,-67.14948,IBL,,passenger,NA,Animal_IBL
TK:9694:21,Puerto Rico,IBL 21-168,2021-09-24T07:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.49015,-67.14948,IBL,,passenger,NA,Animal_IBL
TK:9683:21,Puerto Rico,IBL 21-167,2021-09-23T07:00:00Z,"Animal # 0.0
Plant # 0.0",0,0,18.01324,-67.17021,IBL,,passenger,NA,Animal_IBL
TK:9682:21,Puerto Rico,IBL 21-166,2021-09-22T07:00:00Z,"20 illegal immigrants from Haiti, 7 females and 13 males. Vessel was not found.",NA,NA,18.09818,-67.93646,IBL,,passenger,NA,Animal_IBL
TK:9681:21,Puerto Rico,IBL 21-165,2021-09-22T07:00:00Z,"19 illegal immigrants from Haiti, 6 females, 12 males and one 2 years old. Vessel was not found.",NA,NA,18.08765,-67.93923,IBL,,passenger,NA,Animal_IBL
TK:9598:21,Puerto Rico,IBL 21-164,2021-09-20T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.08763,-67.9392,IBL,,passenger,NA,Animal_IBL
TK:9593:21,Puerto Rico,IBL 21-163,2021-09-19T19:00:00Z,"animal #13.5
plants #2",6.123492,0.907184,18.5154,-67.09776,IBL,,passenger,NA,Animal_IBL
TK:9565:21,Puerto Rico,IBL 21-162,2021-09-18T07:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.08273,-67.94546,IBL,,passenger,NA,Animal_IBL
TK:9538:21,Puerto Rico,IBL 21-161,2021-09-17T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.07935,-67.93708,IBL,,passenger,NA,Animal_IBL
TK:9524:21,Puerto Rico,IBL 21-160,2021-09-16T09:00:00Z,"Animal # 17.50
Plant # 0.50",7.93786,0.226796,18.48751,-67.16413,IBL,,passenger,NA,Animal_IBL
TK:9495:21,Puerto Rico,IBL 21-159,2021-09-15T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.08067,-67.94126,IBL,,passenger,NA,Animal_IBL
TK:9379:21,Puerto Rico,IBL 21-158,2021-09-08T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.08749,-67.93953,IBL,,passenger,NA,Animal_IBL
TK:9378:21,Puerto Rico,IBL 21-157,2021-08-30T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.08761,-67.93924,IBL,,passenger,NA,Animal_IBL
TK:9377:21,Puerto Rico,IBL 21-156,2021-08-12T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.15861,-67.94747,IBL,,passenger,NA,Animal_IBL
TK:9376:21,Puerto Rico,IBL 21-155,2021-09-08T09:00:00Z,"Animal # 14.50
Plant # 2.00",6.577084,0.907184,18.29192,-67.19837,IBL,,passenger,NA,Animal_IBL
TK:9286:21,Puerto Rico,IBL 21-154,2021-09-06T11:00:00Z,"Animal product 0.0#
Plant product 0.0#",0,0,17.95736,-67.21227,IBL,,passenger,NA,Animal_IBL
TK:9285:21,Puerto Rico,IBL 21-153,2021-09-06T07:00:00Z,"Animal product 0.0#
Plant product 0.0#",0,0,18.37187,-67.25253,IBL,,passenger,NA,Animal_IBL
TK:9284:21,Puerto Rico,IBL 21-152,2021-09-05T15:30:00Z,"3 DR salami products found
Animal # 6.00 lb
Plant # 0.00 lb",2.721552,0,18.26242,-67.18621,IBL,,passenger,NA,Animal_IBL
TK:9267:21,Puerto Rico,IBL 21-151,2021-09-03T12:00:00Z,"Animal # 5.90
Plant # 0.10",2.6761928,0.0453592,18.29235,-67.1982,IBL,,passenger,NA,Animal_IBL
TK:9160:21,Puerto Rico,IBL 21-150,2021-08-30T07:00:00Z,"Animal: 0.00 #
Plant: 0.00 #",0,0,18.37152,-67.25445,IBL,,passenger,NA,Animal_IBL
TK:9266:21,Puerto Rico,IBL 21-149,2021-08-29T07:00:00Z,No products recovered,NA,NA,17.93293,-67.19173,IBL,,passenger,NA,Animal_IBL
TK:9131:21,Puerto Rico,IBL 21-148,2021-08-26T07:00:00Z,"Animal: 9.00 #
Plant: 2.00 #",4.082328,0.907184,18.3712,-67.25537,IBL,,passenger,NA,Animal_IBL
TK:9133:21,Puerto Rico,IBL 21-147,2021-08-23T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.48916,-66.39325,IBL,,passenger,NA,Animal_IBL
TK:9071:21,Puerto Rico,IBL 21-146,2021-08-20T07:00:00Z,"Animal: 12.00 #
Plant: 2.00 #",5.443104,0.907184,18.48946,-66.87118,IBL,,passenger,NA,Animal_IBL
TK:9022:21,Puerto Rico,IBL 21-145,2021-08-15T07:00:00Z,"Animal: 7.00 #
Plant: 1.00 #
Recovered Products",3.175144,0.453592,18.49046,-66.86746,IBL,,passenger,NA,Animal_IBL
TK:8835:21,Puerto Rico,IBL 21-144,2021-08-09T07:00:00Z,"Animal: 9.00 #
Plant: 24.50 #
Products Recovered",4.082328,11.113004,18.5127,-67.11975,IBL,,passenger,NA,Animal_IBL
TK:8834:21,Puerto Rico,IBL 21-143,2021-08-07T07:00:00Z,"Animal: 48.5
Plant: 15.00
Products Recovered",21.999212,6.8038799999999995,17.95964,-66.42371,IBL,,passenger,NA,Animal_IBL
TK:8762:21,Puerto Rico,IBL 21-142,2021-08-04T07:00:00Z,"Animal: 0.00 #
Plant: 0.00 #
No Landing Occurred, intercepted at sea",0,0,18.46892,-66.46713,IBL,,passenger,NA,Animal_IBL
TK:8833:21,Puerto Rico,IBL 21-141,2021-08-03T07:00:00Z,"Animal # 0.00
Plant # 15.00",0,6.8038799999999995,18.48528,-66.91997,IBL,,passenger,NA,Animal_IBL
TK:8758:21,Puerto Rico,IBL 21-140,2021-08-02T07:00:00Z,"Animal #2.00
Plant #13.00",0.907184,5.896696,18.30109,-67.23577,IBL,,passenger,NA,Animal_IBL
TK:8757:21,Puerto Rico,IBL 21-139,2021-08-02T07:00:00Z,"Animal #6
Plant #0",2.721552,0,18.51201,-67.12383,IBL,,passenger,NA,Animal_IBL
TK:8743:21,Puerto Rico,IBL 21-138,2021-08-01T00:00:00Z,"Animal #25
Plant #20",11.3398,9.07184,18.30502,-67.23855,IBL,,passenger,NA,Animal_IBL
TK:8731:21,Puerto Rico,IBL 21-137,2021-07-31T07:00:00Z,"Animal #24.0
Plant #10.0",10.886208,4.53592,18.06029,-65.81249,IBL,,passenger,NA,Animal_IBL
TK:8724:21,Puerto Rico,IBL 21-136,2021-07-30T07:00:00Z,No products recovered,NA,NA,18.0189,-65.83187,IBL,,passenger,NA,Animal_IBL
TK:8581:21,Puerto Rico,IBL 21-135,2021-07-28T07:00:00Z,"Animal: 0.00 # 
Plant: 15.00 #",0,6.8038799999999995,18.37063,-67.25815,IBL,,passenger,NA,Animal_IBL
TK:8580:21,Puerto Rico,IBL 21-134,2021-07-28T07:00:00Z,"Animal; 0.00 #
Plant: 5.00 #",0,2.26796,18.37207,-67.25198,IBL,,passenger,NA,Animal_IBL
TK:8579:21,Puerto Rico,IBL 21-133,2021-07-27T07:00:00Z,"Animal: 0.00 #
Plant: 0.00 #",0,0,18.48036,-67.16767,IBL,,passenger,NA,Animal_IBL
TK:8578:21,Puerto Rico,IBL 21-132,2021-07-22T07:00:00Z,"Animal: 0.00 #
Plant: 0.00 #",0,0,18.39501,-65.76119,IBL,,passenger,NA,Animal_IBL
TK:8587:21,Puerto Rico,IBL 21-131,2021-07-19T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.46906,-66.46198,IBL,,passenger,NA,Animal_IBL
TK:8577:21,Puerto Rico,IBL 21-130,2021-07-14T07:00:00Z,"Animal: 0.00#
Plant: 0.00 #",0,0,17.96591,-66.35728,IBL,,passenger,NA,Animal_IBL
TK:8514:21,Puerto Rico,IBL 21-129,2021-07-16T07:00:00Z,"Animal: 15.00 #
Plant: 0.00 #",6.8038799999999995,0,18.51168,-67.12512,IBL,,passenger,NA,Animal_IBL
TK:8513:21,Puerto Rico,IBL 21-128,2021-07-15T07:00:00Z,"Animal; 5.00 #
Plant: 1.00 #",2.26796,0.453592,18.50844,-67.13195,IBL,,passenger,NA,Animal_IBL
TK:8565:21,Puerto Rico,IBL 21-127,2021-07-15T07:00:00Z,"Animal: 13.00
Plant: 1.00",5.896696,0.453592,18.29207,-67.1983,IBL,,passenger,NA,Animal_IBL
TK:8512:21,Puerto Rico,IBL 21-126,2021-07-02T07:00:00Z,"Animal: 0.00 #
Plant: 0.00 #",0,0,18.48425,-66.33665,IBL,,passenger,NA,Animal_IBL
TK:8359:21,Puerto Rico,IBL 21-125,2021-07-13T07:00:00Z,"Animal: 3.00 #
Plant: 2.00 #",1.360776,0.907184,18.01291,-67.17035,IBL,,passenger,NA,Animal_IBL
TK:8521:21,Puerto Rico,IBL 21-124,2021-07-02T07:00:00Z,"Animal: 0.00 #
Plant: 0.00 #",0,0,18.506710000000002,-67.00884,IBL,,passenger,NA,Animal_IBL
TK:8338:21,Puerto Rico,IBL 21-123,2021-06-30T00:00:00Z,"Animal: 2.00 #
Plant: 8.00 #",0.907184,3.628736,17.94104,-66.2021,IBL,,passenger,NA,Animal_IBL
TK:8068:21,Puerto Rico,IBL 21-122,2021-06-29T07:00:00Z,"Animal: 0.00#
Plant: 0.00#",0,0,18.29207,-67.1983,IBL,,passenger,NA,Animal_IBL
TK:8063:21,Puerto Rico,IBL 21-121,2021-06-25T09:00:00Z,"Animal # 11.00
Plant # 14.00",4.9895119999999995,6.350288,18.51286,-67.11284,IBL,,passenger,NA,Animal_IBL
TK:8062:21,Puerto Rico,IBL 21-120,2021-06-25T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.48765,-66.66423,IBL,,passenger,NA,Animal_IBL
TK:8061:21,Puerto Rico,IBL 21-119,2021-06-22T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.37566,-67.23924,IBL,,passenger,NA,Animal_IBL
TK:8060:21,Puerto Rico,IBL 21-118,2021-06-21T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.49159,-66.78416,IBL,,passenger,NA,Animal_IBL
TK:8056:21,Puerto Rico,IBL 21-117,2021-06-16T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.51216,-67.12316,IBL,,passenger,NA,Animal_IBL
TK:8038:21,Puerto Rico,IBL 21-116,2021-06-16T09:00:00Z,"Animal # 24.00
Plant # 9.00",10.886208,4.082328,18.30109,-67.23578,IBL,,passenger,NA,Animal_IBL
TK:8037:21,Puerto Rico,IBL 21-115,2021-06-14T09:00:00Z,"Animal # 9.50
Plant # 6.50",4.309124,2.948348,18.04916,-65.83364,IBL,,passenger,NA,Animal_IBL
TK:8035:21,Puerto Rico,IBL 21-114,2021-06-12T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.37394,-67.24531,IBL,,passenger,NA,Animal_IBL
TK:8033:21,Puerto Rico,IBL 21-113,2021-06-11T09:00:00Z,"Animal # 9.00
Plant # 3.00",4.082328,1.360776,18.40938,-65.81329,IBL,,passenger,NA,Animal_IBL
TK:8031:21,Puerto Rico,IBL 21-112,2021-06-11T09:00:00Z,"Animal # 9.00
Plant # 0.00",4.082328,0,18.37227,-67.25144,IBL,,passenger,NA,Animal_IBL
TK:8023:21,Puerto Rico,IBL 21-111,2021-06-10T09:00:00Z,"Animal # 15.75
Plant # 6.75",7.144074,3.061746,17.9536,-67.14057,IBL,,passenger,NA,Animal_IBL
TK:8013:21,Puerto Rico,IBL 21-110,2021-06-09T09:00:00Z,"Animal # 12.00
Plant # 0.00",5.443104,0,18.51428,-67.0579,IBL,,passenger,NA,Animal_IBL
TK:8028:21,Puerto Rico,IBL 21-109,2021-06-07T09:00:00Z,"Animal # 8.50
Plant # 0.00",3.855532,0,17.97178,-67.21272,IBL,,passenger,NA,Animal_IBL
TK:8011:21,Puerto Rico,IBL 21-108,2021-06-02T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.09172,-67.19879,IBL,,passenger,NA,Animal_IBL
TK:8010:21,Puerto Rico,IBL 21-107,2021-06-02T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.29199,-67.19832,IBL,,passenger,NA,Animal_IBL
TK:7920:21,Puerto Rico,IBL 21-106,2021-06-01T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.45088,-65.89732,IBL,,passenger,NA,Animal_IBL
TK:7910:21,Puerto Rico,IBL 21-105,2021-06-01T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.5124,-67.11006,IBL,,passenger,NA,Animal_IBL
TK:7907:21,Puerto Rico,IBL 21-104,2021-06-01T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.47033,-66.24539,IBL,,passenger,NA,Animal_IBL
TK:7906:21,Puerto Rico,IBL 21-103,2021-05-31T09:00:00Z,"Animal # 29.00
Plant # 13.00",13.154168,5.896696,18.29248,-67.19819,IBL,,passenger,NA,Animal_IBL
TK:7902:21,Puerto Rico,IBL 21-102,2021-05-25T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.46994,-66.47073,IBL,,passenger,NA,Animal_IBL
TK:7901:21,Puerto Rico,IBL 21-101,2021-05-22T09:00:00Z,"Animal # 0.00
Plant #0.00",0,0,18.50534,-67.14223,IBL,,passenger,NA,Animal_IBL
TK:7900:21,Puerto Rico,IBL 21-100,2021-05-21T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,17.97809,-66.61817,IBL,,passenger,NA,Animal_IBL
TK:7899:21,Puerto Rico,IBL 21-099,2021-05-18T09:00:00Z,"Animal # 2.00
Plant # 0.00",0.907184,0,18.29193,-67.19833,IBL,,passenger,NA,Animal_IBL
TK:7741:21,Puerto Rico,IBL 21-098,2021-05-16T09:00:00Z,"Animal # 3.00
Plant # 0.50",1.360776,0.226796,18.34198,-67.25677,IBL,,passenger,NA,Animal_IBL
TK:7740:21,Puerto Rico,IBL 21-097,2021-05-16T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.49012,-67.15678,IBL,,passenger,NA,Animal_IBL
TK:7725:21,Puerto Rico,IBL 21-096,2021-05-16T09:00:00Z,"Animal # 7.00
Plant # 3.50",3.175144,1.587572,18.29198,-67.19833,IBL,,passenger,NA,Animal_IBL
TK:7724:21,Puerto Rico,IBL 21-095,2021-05-11T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.47557,-67.16909,IBL,,passenger,NA,Animal_IBL
TK:7710:21,Puerto Rico,IBL 21-094,2021-05-09T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.29199,-67.19833,IBL,,passenger,NA,Animal_IBL
TK:7709:21,Puerto Rico,IBL 21-093,2021-05-06T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.29187,-67.19831,IBL,,passenger,NA,Animal_IBL
TK:7708:21,Puerto Rico,IBL 21-092,2021-05-06T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,17.97179,-66.92697,IBL,,passenger,NA,Animal_IBL
TK:7723:21,Puerto Rico,IBL 21-091,2021-05-05T09:00:00Z,"Animal # 0.00
Plant # 1.00",0,0.453592,18.36084,-67.27073,IBL,,passenger,NA,Animal_IBL
TK:7706:21,Puerto Rico,IBL 21-090,2021-05-03T09:00:00Z,"Animal # 0.00
Plant # 1.00",0,0.453592,18.46837,-66.19997,IBL,,passenger,NA,Animal_IBL
TK:7722:21,Puerto Rico,IBL 21-089,2021-05-01T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.40277,-67.18325,IBL,,passenger,NA,Animal_IBL
TK:7699:21,Puerto Rico,IBL 21-088,2021-05-01T09:00:00Z,"Animal # 5.00
Plant # 8.00",2.26796,3.628736,18.51548,-67.0883,IBL,,passenger,NA,Animal_IBL
TK:7698:21,Puerto Rico,IBL 21-087,2021-05-01T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.50818,-67.13366,IBL,,passenger,NA,Animal_IBL
TK:7697:21,Puerto Rico,IBL 21-086,2021-05-01T09:00:00Z,"Animal # 16.00
Plant # 5.00",7.257472,2.26796,18.47248,-67.16898,IBL,,passenger,NA,Animal_IBL
TK:7651:21,Puerto Rico,IBL 21-085,2021-04-27T09:00:00Z,"Animal # 8.00
Plant # 7.00",3.628736,3.175144,18.29812,-67.23017,IBL,,passenger,NA,Animal_IBL
TK:7696:21,Puerto Rico,IBL 21-084,2021-04-26T09:00:00Z,"Animal # 7.00
Plant # 4.00",3.175144,1.814368,18.09221,-67.19766,IBL,,passenger,NA,Animal_IBL
TK:7692:21,Puerto Rico,IBL 21-083,2021-04-24T01:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,17.97798,-66.61862,IBL,,passenger,NA,Animal_IBL
TK:7695:21,Puerto Rico,IBL 21-082,2021-04-20T09:00:00Z,"Animal # 0.00
Plant # 4.00",0,1.814368,18.48792,-66.66879,IBL,,passenger,NA,Animal_IBL
TK:6903:21,Puerto Rico,IBL 21-081,2021-04-17T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.5029,-67.00127,IBL,,passenger,NA,Animal_IBL
TK:7650:21,Puerto Rico,IBL 21-080,2021-04-16T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.29811,-67.23025,IBL,,passenger,NA,Animal_IBL
TK:7649:21,Puerto Rico,IBL 21-079,2021-04-16T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.36927,-67.26249,IBL,,passenger,NA,Animal_IBL
TK:6876:21,Puerto Rico,IBL 21-078,2021-04-14T09:00:00Z,"Animal # 2.50
Plant # 1.50",1.13398,0.680388,18.48592,-66.54662,IBL,,passenger,NA,Animal_IBL
TK:6150:21,Puerto Rico,IBL 21-077,2021-04-11T07:00:00Z,"Animal: 0.6 #
Plant: 5.00 #",0.2721552,2.26796,18.29203,-67.19828,IBL,,passenger,NA,Animal_IBL
TK:6149:21,Puerto Rico,IBL 21-076,2021-04-10T07:00:00Z,"Animal: 0.00 #
Plant: 8.00 #",0,3.628736,18.51206,-67.10666,IBL,,passenger,NA,Animal_IBL
TK:6148:21,Puerto Rico,IBL 21-075,2021-04-07T07:00:00Z,"Animal: 2.4 #
Plant: 2.00 #",1.0886208,0.907184,18.01296,-67.17038,IBL,,passenger,NA,Animal_IBL
TK:5842:21,Puerto Rico,IBL 21-074,2021-03-29T07:00:00Z,"Animal: 0.00 #
Plant: 0.00 #",0,0,18.37322,-65.71,IBL,,passenger,NA,Animal_IBL
TK:5841:21,Puerto Rico,IBL 21-073,2021-03-27T07:00:00Z,"Animal: 3.00#
Plant: 0.00#",1.360776,0,18.29195,-67.19833,IBL,,passenger,NA,Animal_IBL
TK:5840:21,Puerto Rico,IBL 21-072,2021-03-25T07:00:00Z,"Animal: 10.00#
Plant: 10.00#",4.53592,4.53592,18.43432,-65.8515,IBL,,passenger,NA,Animal_IBL
TK:5839:21,Puerto Rico,IBL 21-071,2021-03-23T07:00:00Z,"Animal: 27.00#
Plant: 20.00 #",12.246984,9.07184,18.4446,-65.9199,IBL,,passenger,NA,Animal_IBL
TK:5838:21,Puerto Rico,IBL 21-070,2021-03-23T07:00:00Z,"Animal: 3.00#
Plant: 0.00#",1.360776,0,18.48571,-66.5716,IBL,,passenger,NA,Animal_IBL
TK:5549:21,Puerto Rico,IBL 21-069,2021-03-21T07:00:00Z,"Animal: 0.00 #
Plant: 0.00 #",0,0,18.49308,-66.98167,IBL,,passenger,NA,Animal_IBL
TK:5548:21,Puerto Rico,IBL 21-068,2021-03-21T07:00:00Z,"Animal: 0.00 #
Plant: 0.00 #",0,0,18.48733,-67.1643,IBL,,passenger,NA,Animal_IBL
TK:5495:21,Puerto Rico,IBL 21-067,2021-03-16T07:00:00Z,"Animal: 5.00 #
Plant: 10.00 #",2.26796,4.53592,18.37467,-67.24213,IBL,,passenger,NA,Animal_IBL
TK:5487:21,Puerto Rico,IBL 21-066,2021-03-13T06:00:00Z,"Animal : 0.00 #
Plant: 0.00 #",0,0,17.94272,-66.20246,IBL,,passenger,NA,Animal_IBL
TK:6797:21,Puerto Rico,IBL 21-065,2021-03-07T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.50278,-67.145,IBL,,passenger,NA,Animal_IBL
TK:6794:21,Puerto Rico,IBL 21-064,2021-03-07T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.48768,-66.66725,IBL,,passenger,NA,Animal_IBL
TK:6793:21,Puerto Rico,IBL 21-063,2021-03-07T09:00:00Z,"Animal # 0.00
Plant # 4.00",0,1.814368,18.50396,-67.00341,IBL,,passenger,NA,Animal_IBL
TK:6789:21,Puerto Rico,IBL 21-062,2021-03-07T09:00:00Z,"Animal # 0.00
Plant #: 0.00",0,0,18.05786,-65.81001,IBL,,passenger,NA,Animal_IBL
TK:6784:21,Puerto Rico,IBL 21-061,2021-03-05T09:00:00Z,"animal #:5.50
plant #: 2.50",2.4947559999999998,1.13398,18.46613,-66.21913,IBL,,passenger,NA,Animal_IBL
TK:6783:21,Puerto Rico,IBL 21-060,2021-03-04T09:00:00Z,"Animal #: 7.00
Plant #: 0.50",3.175144,0.226796,18.46691,-66.22503,IBL,,passenger,NA,Animal_IBL
TK:6781:21,Puerto Rico,IBL 21-059,2021-02-26T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.49017,-66.93633,IBL,,passenger,NA,Animal_IBL
TK:5062:21,Puerto Rico,IBL 21-058,2021-02-23T09:00:00Z,Animal # 0.00,0,NA,18.01814,-65.83213,IBL,,passenger,NA,Animal_IBL
TK:4997:21,Puerto Rico,IBL 21-057,2021-02-22T09:00:00Z,"Animal # 7.50
Plant # 1.50",3.4019399999999997,0.680388,18.05998,-67.20008,IBL,,passenger,NA,Animal_IBL
TK:4996:21,Puerto Rico,IBL 21-056,2021-02-19T09:00:00Z,"Animal # 16.50
Plant # 2.50",7.484268,1.13398,18.0129,-67.17036,IBL,,passenger,NA,Animal_IBL
TK:4995:21,Puerto Rico,IBL 21-055,2021-02-15T09:00:00Z,"Animal # 8.00
Plant # 1.00",3.628736,0.453592,18.29206,-67.19832,IBL,,passenger,NA,Animal_IBL
TK:5063:21,Puerto Rico,IBL 21-054,2021-02-12T09:00:00Z,"Animal # 9.00
Plant # 0.00",4.082328,0,18.48583,-66.67711,IBL,,passenger,NA,Animal_IBL
TK:4994:21,Puerto Rico,IBL 21-053,2021-02-11T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.45283,-66.17523,IBL,,passenger,NA,Animal_IBL
TK:4990:21,Puerto Rico,IBL 21-052,2021-02-10T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.47016,-66.45217,IBL,,passenger,NA,Animal_IBL
TK:4712:21,Puerto Rico,IBL 21-051,2021-01-28T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.47267,-66.29223,IBL,,passenger,NA,Animal_IBL
TK:4711:21,Puerto Rico,IBL 21-050,2021-01-25T09:00:00Z,"Animal # 23.00
Plant # 13.00",10.432616,5.896696,18.51246,-67.11791,IBL,,passenger,NA,Animal_IBL
TK:4372:21,Puerto Rico,IBL 21-049,2021-01-24T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.39849,-67.18981,IBL,,passenger,NA,Animal_IBL
TK:4366:21,Puerto Rico,IBL 21-048,2021-01-24T02:00:00Z,"Animal # 0.00
Plant # 2.00",0,0.907184,18.29729,-67.22728,IBL,,passenger,NA,Animal_IBL
TK:4361:21,Puerto Rico,IBL 21-047,2021-01-24T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.51516,-67.08693,IBL,,passenger,NA,Animal_IBL
TK:4371:21,Puerto Rico,IBL 21-046,2021-01-24T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.51245,-67.10447,IBL,,passenger,NA,Animal_IBL
TK:4359:21,Puerto Rico,IBL 21-045,2021-01-23T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.40382,-67.18147,IBL,,passenger,NA,Animal_IBL
TK:4358:21,Puerto Rico,IBL 21-044,2021-01-20T09:00:00Z,"Animal # 0.00
Plant # 24.00",0,10.886208,18.51419,-67.05803,IBL,,passenger,NA,Animal_IBL
TK:4357:21,Puerto Rico,IBL 21-043,2021-01-19T09:00:00Z,"Animal # 7.50
Plant # 13.50",3.4019399999999997,6.123492,18.40039,-67.1876,IBL,,passenger,NA,Animal_IBL
TK:4356:21,Puerto Rico,IBL 21-042,2021-01-17T09:00:00Z,"Animal # 14.00
Plant # 14.00",6.350288,6.350288,18.51249,-67.11816,IBL,,passenger,NA,Animal_IBL
TK:4355:21,Puerto Rico,IBL 21-041,2021-01-11T09:00:00Z,"Animal # 13.00 
Plant # 5.50",5.896696,2.4947559999999998,18.36666,-67.26894,IBL,,passenger,NA,Animal_IBL
TK:4346:21,Puerto Rico,IBL 21-040,2021-01-11T09:00:00Z,"Animal # 11.50
Plant # 10.00",5.216308,4.53592,18.51258,-67.04283,IBL,,passenger,NA,Animal_IBL
TK:4341:21,Puerto Rico,IBL 21-039,2021-01-09T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.469,-66.4619,IBL,,passenger,NA,Animal_IBL
TK:4340:21,Puerto Rico,IBL 21-038,2021-01-03T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.06035,-65.81349,IBL,,passenger,NA,Animal_IBL
TK:3810:21,Puerto Rico,IBL 21-037,2020-12-29T06:00:00Z,"Animal: 3.00 #
Plant: 3.20 #",1.360776,1.4514944,18.49291,-66.97094,IBL,,passenger,NA,Animal_IBL
TK:3809:21,Puerto Rico,IBL 21-036,2020-12-27T06:00:00Z,"Animal: 0.60 #
Plant: 1.00 #",0.2721552,0.453592,18.01292,-67.17032,IBL,,passenger,NA,Animal_IBL
TK:3808:21,Puerto Rico,IBL 21-035,2020-12-23T06:00:00Z,"Animal: 0.40 #
Plant: 3.00 #",0.1814368,1.360776,18.49236,-66.974,IBL,,passenger,NA,Animal_IBL
TK:3805:21,Puerto Rico,IBL 21-034,2020-12-22T06:00:00Z,"Animal: 0.10 #
Plant: 12.30 #",0.0453592,5.5791816,17.9782,-66.61783,IBL,,passenger,NA,Animal_IBL
TK:3599:21,Puerto Rico,IBL 21-033,2020-12-20T06:00:00Z,"Animal: 5.00 #
Plant: 4.00 #",2.26796,1.814368,18.51393,-67.05665,IBL,,passenger,NA,Animal_IBL
